match_id,team_id,opponent_id,points_for,points_against
1361,171,367,8,3
1361,367,171,3,8
1362,171,170,13,4
1362,170,171,4,13
1363,184,104,13,10
1363,104,184,10,13
1364,184,289,12,13
1364,289,184,13,12
1365,184,281,9,13
1365,281,184,13,9
1366,184,103,13,8
1366,103,184,8,13
1367,184,104,14,11
1367,104,184,11,14
1368,184,363,11,2
1368,363,184,2,11
1369,184,155,10,4
1369,155,184,4,10
1370,184,116,11,0
1370,116,184,0,11
1371,184,12,13,4
1371,12,184,4,13
1372,184,222,13,5
1372,222,184,5,13
1373,184,11,13,3
1373,11,184,3,13
1374,184,188,9,10
1374,188,184,10,9
1375,184,222,12,8
1375,222,184,8,12
1376,184,183,11,13
1376,183,184,13,11
1377,184,76,13,6
1377,76,184,6,13
1378,184,189,14,10
1378,189,184,10,14
1379,184,187,13,12
1379,187,184,12,13
1380,184,183,15,13
1380,183,184,13,15
1381,115,36,7,10
1381,36,115,10,7
1382,115,114,13,6
1382,114,115,6,13
1383,115,113,11,6
1383,113,115,6,11
1384,115,318,15,4
1384,318,115,4,15
1385,115,113,7,13
1385,113,115,13,7
1386,231,203,10,6
1386,203,231,6,10
1387,231,232,12,11
1387,232,231,11,12
1388,231,228,11,13
1388,228,231,13,11
1389,231,109,12,8
1389,109,231,8,12
1390,231,104,13,6
1390,104,231,6,13
1391,231,159,12,7
1391,159,231,7,12
1392,231,32,11,6
1392,32,231,6,11
1393,231,289,13,15
1393,289,231,15,13
1394,231,105,14,10
1394,105,231,10,14
1395,231,31,13,15
1395,31,231,15,13
1396,231,341,10,14
1396,341,231,14,10
1397,231,58,8,11
1397,58,231,11,8
1398,231,41,10,14
1398,41,231,14,10
1399,231,43,11,8
1399,43,231,8,11
1400,231,203,13,11
1400,203,231,11,13
1401,231,105,11,4
1401,105,231,4,11
1402,38,263,7,12
1402,263,38,12,7
1403,38,56,8,11
1403,56,38,11,8
1404,38,286,3,13
1404,286,38,13,3
1405,38,112,10,11
1405,112,38,11,10
1406,38,232,8,12
1406,232,38,12,8
1407,38,203,12,10
1407,203,38,10,12
1408,38,46,13,6
1408,46,38,6,13
1409,38,60,10,7
1409,60,38,7,10
1410,38,24,14,9
1410,24,38,9,14
1411,38,197,12,9
1411,197,38,9,12
1412,60,250,4,13
1412,250,60,13,4
1413,60,261,5,13
1413,261,60,13,5
1414,60,58,2,13
1414,58,60,13,2
1415,60,54,1,13
1415,54,60,13,1
1416,60,55,9,12
1416,55,60,12,9
1417,60,24,10,9
1417,24,60,9,10
1418,60,203,12,11
1418,203,60,11,12
1419,60,198,15,11
1419,198,60,11,15
1420,60,197,9,10
1420,197,60,10,9
1421,60,24,11,10
1421,24,60,10,11
1422,60,76,15,11
1422,76,60,11,15
1423,60,81,8,9
1423,81,60,9,8
1424,60,319,15,4
1424,319,60,4,15
1425,60,76,13,8
1425,76,60,8,13
1426,368,163,11,5
1426,163,368,5,11
1427,368,46,11,6
1427,46,368,6,11
1428,368,49,11,0
1428,49,368,0,11
1429,368,369,11,2
1429,369,368,2,11
1430,163,49,13,6
1430,49,163,6,13
1431,163,50,3,13
1431,50,163,13,3
1432,163,50,3,13
1432,50,163,13,3
1433,163,49,8,1
1433,49,163,1,8
1434,163,217,6,4
1434,217,163,4,6
1435,163,46,7,6
1435,46,163,6,7
1436,163,369,7,6
1436,369,163,6,7
1437,188,306,12,11
1437,306,188,11,12
1438,188,186,13,3
1438,186,188,3,13
1439,188,13,12,8
1439,13,188,8,12
1440,188,9,13,9
1440,9,188,9,13
1441,188,186,13,10
1441,186,188,10,13
1442,188,329,13,0
1442,329,188,0,13
1443,188,187,9,10
1443,187,188,10,9
1444,188,183,12,15
1444,183,188,15,12
1445,188,185,12,11
1445,185,188,11,12
1446,72,68,9,8
1446,68,72,8,9
1447,72,185,10,11
1447,185,72,11,10
1448,72,34,8,14
1448,34,72,14,8
1449,72,71,12,7
1449,71,72,7,12
1450,72,67,9,6
1450,67,72,6,9
1451,72,68,9,7
1451,68,72,7,9
1452,72,69,10,9
1452,69,72,9,10
1453,72,111,8,10
1453,111,72,10,8
1454,72,208,11,9
1454,208,72,9,11
1455,72,366,11,7
1455,366,72,7,11
1456,72,319,15,5
1456,319,72,5,15
1457,70,69,11,9
1457,69,70,9,11
1458,70,68,7,10
1458,68,70,10,7
1459,70,67,10,8
1459,67,70,8,10
1460,70,71,8,3
1460,71,70,3,8
1461,70,77,4,15
1461,77,70,15,4
1462,70,313,4,13
1462,313,70,13,4
1463,70,319,6,9
1463,319,70,9,6
1464,70,112,4,15
1464,112,70,15,4
1465,70,366,15,7
1465,366,70,7,15
1466,74,80,5,8
1466,80,74,8,5
1467,74,79,11,9
1467,79,74,9,11
1468,74,80,13,7
1468,80,74,7,13
1469,74,75,1,15
1469,75,74,15,1
1470,74,366,5,15
1470,366,74,15,5
1471,74,370,10,8
1471,370,74,8,10
1472,74,371,5,10
1472,371,74,10,5
1473,74,17,5,13
1473,17,74,13,5
1474,74,16,11,7
1474,16,74,7,11
1475,74,372,9,10
1475,372,74,10,9
1476,74,17,5,15
1476,17,74,15,5
1477,104,281,7,12
1477,281,104,12,7
1478,104,289,12,13
1478,289,104,13,12
1479,104,159,10,13
1479,159,104,13,10
1480,104,32,9,13
1480,32,104,13,9
1481,104,109,11,4
1481,109,104,4,11
1482,104,103,15,12
1482,103,104,12,15
1483,104,63,10,14
1483,63,104,14,10
1484,104,106,9,10
1484,106,104,10,9
1485,104,349,15,3
1485,349,104,3,15
1486,104,207,13,5
1486,207,104,5,13
1487,104,347,13,6
1487,347,104,6,13
1488,104,172,15,7
1488,172,104,7,15
1489,80,79,11,8
1489,79,80,8,11
1490,261,237,12,9
1490,237,261,9,12
1491,261,286,11,10
1491,286,261,10,11
1492,261,263,9,12
1492,263,261,12,9
1493,261,250,13,10
1493,250,261,10,13
1494,261,263,10,13
1494,263,261,13,10
1495,261,230,13,11
1495,230,261,11,13
1496,261,262,13,12
1496,262,261,12,13
1497,261,233,8,15
1497,233,261,15,8
1498,261,230,10,15
1498,230,261,15,10
1499,261,281,13,14
1499,281,261,14,13
1500,261,35,15,4
1500,35,261,4,15
1501,261,65,13,8
1501,65,261,8,13
1502,261,264,9,10
1502,264,261,10,9
1503,261,281,15,11
1503,281,261,11,15
1504,261,262,10,9
1504,262,261,9,10
1505,114,323,6,10
1505,323,114,10,6
1506,114,113,5,8
1506,113,114,8,5
1507,114,36,4,12
1507,36,114,12,4
1508,114,36,6,13
1508,36,114,13,6
1509,114,113,6,13
1509,113,114,13,6
1510,114,319,9,14
1510,319,114,14,9
1511,114,326,9,7
1511,326,114,7,9
1512,36,138,10,11
1512,138,36,11,10
1513,36,46,9,7
1513,46,36,7,9
1514,36,139,11,8
1514,139,36,8,11
1515,36,323,5,12
1515,323,36,12,5
1516,36,113,8,10
1516,113,36,10,8
1517,36,35,3,13
1517,35,36,13,3
1518,36,320,10,9
1518,320,36,9,10
1519,197,318,13,5
1519,318,197,5,13
1520,197,116,9,12
1520,116,197,12,9
1521,197,323,12,10
1521,323,197,10,12
1522,197,116,10,15
1522,116,197,15,10
1523,281,289,10,13
1523,289,281,13,10
1524,281,158,15,14
1524,158,281,14,15
1525,281,63,15,13
1525,63,281,13,15
1526,281,31,15,11
1526,31,281,11,15
1527,281,263,13,11
1527,263,281,11,13
1528,281,286,9,11
1528,286,281,11,9
1529,281,228,12,13
1529,228,281,13,12
1530,281,264,9,15
1530,264,281,15,9
1531,281,262,10,14
1531,262,281,14,10
1532,281,228,15,13
1532,228,281,13,15
1533,281,230,13,11
1533,230,281,11,13
1534,281,32,11,7
1534,32,281,7,11
1535,281,228,15,11
1535,228,281,11,15
1536,281,32,10,9
1536,32,281,9,10
1537,323,113,8,6
1537,113,323,6,8
1538,323,113,9,5
1538,113,323,5,9
1539,113,326,11,4
1539,326,113,4,11
1540,113,320,7,10
1540,320,113,10,7
1541,236,273,13,11
1541,273,236,11,13
1542,236,274,13,8
1542,274,236,8,13
1543,236,254,15,10
1543,254,236,10,15
1544,236,274,15,8
1544,274,236,8,15
1545,236,237,11,15
1545,237,236,15,11
1546,236,280,8,15
1546,280,236,15,8
1547,236,256,5,15
1547,256,236,15,5
1548,236,237,3,11
1548,237,236,11,3
1549,367,373,11,7
1549,373,367,7,11
1550,367,177,7,8
1550,177,367,8,7
1551,367,346,2,13
1551,346,367,13,2
1552,367,374,4,7
1552,374,367,7,4
1553,367,373,7,3
1553,373,367,3,7
1554,367,170,12,6
1554,170,367,6,12
1555,367,375,9,7
1555,375,367,7,9
1556,367,154,6,8
1556,154,367,8,6
1557,134,282,13,7
1557,282,134,7,13
1558,134,127,13,5
1558,127,134,5,13
1559,134,249,3,13
1559,249,134,13,3
1560,134,128,12,7
1560,128,134,7,12
1561,134,126,13,4
1561,126,134,4,13
1562,134,127,12,11
1562,127,134,11,12
1563,134,125,8,7
1563,125,134,7,8
1564,123,125,6,13
1564,125,123,13,6
1565,173,174,14,10
1565,174,173,10,14
1566,173,360,12,6
1566,360,173,6,12
1567,173,291,9,5
1567,291,173,5,9
1568,173,360,12,9
1568,360,173,9,12
1569,173,359,13,11
1569,359,173,11,13
1570,173,136,8,10
1570,136,173,10,8
1571,173,21,13,7
1571,21,173,7,13
1572,173,136,8,13
1572,136,173,13,8
1573,173,156,8,7
1573,156,173,7,8
1574,340,26,9,5
1574,26,340,5,9
1575,340,192,11,2
1575,192,340,2,11
1576,340,342,10,8
1576,342,340,8,10
1577,340,376,9,8
1577,376,340,8,9
1578,340,44,4,9
1578,44,340,9,4
1579,340,137,8,9
1579,137,340,9,8
1580,340,377,13,9
1580,377,340,9,13
1581,340,257,8,13
1581,257,340,13,8
1582,340,199,13,7
1582,199,340,7,13
1583,340,297,7,6
1583,297,340,6,7
1584,340,376,11,3
1584,376,340,3,11
1585,378,299,0,13
1585,299,378,13,0
1586,378,379,0,13
1586,379,378,13,0
1587,378,309,8,9
1587,309,378,9,8
1588,26,27,13,9
1588,27,26,9,13
1589,26,24,0,13
1589,24,26,13,0
1590,26,28,6,13
1590,28,26,13,6
1591,26,46,6,15
1591,46,26,15,6
1592,26,27,6,0
1592,27,26,0,6
1593,26,40,7,13
1593,40,26,13,7
1594,26,30,3,15
1594,30,26,15,3
1595,26,156,5,13
1595,156,26,13,5
1596,26,51,15,5
1596,51,26,5,15
1597,26,47,3,15
1597,47,26,15,3
1598,26,342,3,9
1598,342,26,9,3
1599,26,192,7,8
1599,192,26,8,7
1600,26,380,7,12
1600,380,26,12,7
1601,26,343,7,10
1601,343,26,10,7
1602,26,42,4,13
1602,42,26,13,4
1603,26,139,9,8
1603,139,26,8,9
1604,26,138,9,8
1604,138,26,8,9
1605,26,381,12,15
1605,381,26,15,12
1606,26,99,15,13
1606,99,26,13,15
1607,198,217,13,2
1607,217,198,2,13
1608,198,382,13,1
1608,382,198,1,13
1609,198,179,6,7
1609,179,198,7,6
1610,198,95,8,5
1610,95,198,5,8
1611,198,199,12,10
1611,199,198,10,12
1612,198,207,7,10
1612,207,198,10,7
1613,198,347,8,7
1613,347,198,7,8
1614,198,68,7,14
1614,68,198,14,7
1615,198,347,8,11
1615,347,198,11,8
1616,198,349,15,4
1616,349,198,4,15
1617,217,179,1,13
1617,179,217,13,1
1618,217,95,5,7
1618,95,217,7,5
1619,217,382,8,6
1619,382,217,6,8
1620,217,46,2,11
1620,46,217,11,2
1621,217,369,8,9
1621,369,217,9,8
1622,217,49,7,6
1622,49,217,6,7
1623,217,95,8,10
1623,95,217,10,8
1624,217,88,2,13
1624,88,217,13,2
1625,217,219,4,8
1625,219,217,8,4
1626,217,90,10,12
1626,90,217,12,10
1627,217,91,7,0
1627,91,217,0,7
1628,150,302,5,12
1628,302,150,12,5
1629,150,352,13,3
1629,352,150,3,13
1630,150,179,10,8
1630,179,150,8,10
1631,150,206,8,12
1631,206,150,12,8
1632,150,302,9,5
1632,302,150,5,9
1633,150,148,8,7
1633,148,150,7,8
1634,150,146,4,9
1634,146,150,9,4
1635,150,216,8,10
1635,216,150,10,8
1636,150,147,13,6
1636,147,150,6,13
1637,150,148,8,10
1637,148,150,10,8
1638,150,152,1,0
1638,152,150,0,1
1639,150,302,7,13
1639,302,150,13,7
1640,150,151,12,7
1640,151,150,7,12
1641,154,12,9,7
1641,12,154,7,9
1642,154,360,13,6
1642,360,154,6,13
1643,154,383,9,8
1643,383,154,8,9
1644,352,302,1,13
1644,302,352,13,1
1645,352,334,7,13
1645,334,352,13,7
1646,352,355,6,9
1646,355,352,9,6
1647,352,152,2,13
1647,152,352,13,2
1648,352,144,6,7
1648,144,352,7,6
1649,352,354,12,2
1649,354,352,2,12
1650,352,353,13,1
1650,353,352,1,13
1651,352,384,13,2
1651,384,352,2,13
1652,136,279,12,9
1652,279,136,9,12
1653,136,244,5,11
1653,244,136,11,5
1654,136,30,11,10
1654,30,136,10,11
1655,136,287,11,14
1655,287,136,14,11
1656,136,279,9,14
1656,279,136,14,9
1657,136,196,9,7
1657,196,136,7,9
1658,28,27,13,1
1658,27,28,1,13
1659,28,24,5,13
1659,24,28,13,5
1660,28,30,5,15
1660,30,28,15,5
1661,28,43,5,9
1661,43,28,9,5
1662,28,294,10,3
1662,294,28,3,10
1663,28,381,4,13
1663,381,28,13,4
1664,28,364,5,13
1664,364,28,13,5
1665,28,377,10,12
1665,377,28,12,10
1666,28,385,12,8
1666,385,28,8,12
1667,28,363,12,7
1667,363,28,7,12
1668,28,296,7,13
1668,296,28,13,7
1669,28,297,7,13
1669,297,28,13,7
1670,28,379,6,13
1670,379,28,13,6
1671,28,174,12,9
1671,174,28,9,12
1672,363,116,6,9
1672,116,363,9,6
1673,363,155,5,10
1673,155,363,10,5
1674,363,360,9,6
1674,360,363,6,9
1675,363,319,5,7
1675,319,363,7,5
1676,363,385,12,7
1676,385,363,7,12
1677,363,42,3,13
1677,42,363,13,3
1678,363,298,3,10
1678,298,363,10,3
1679,363,386,1,13
1679,386,363,13,1
1680,363,297,5,12
1680,297,363,12,5
1681,363,291,13,6
1681,291,363,6,13
1682,363,177,4,6
1682,177,363,6,4
1683,363,387,9,7
1683,387,363,7,9
1684,363,169,9,5
1684,169,363,5,9
1685,363,156,4,13
1685,156,363,13,4
1686,363,15,9,4
1686,15,363,4,9
1687,363,178,8,7
1687,178,363,7,8
1688,363,21,7,6
1688,21,363,6,7
1689,388,169,3,13
1689,169,388,13,3
1690,388,15,1,10
1690,15,388,10,1
1691,388,387,6,7
1691,387,388,7,6
1692,388,169,0,0
1692,169,388,0,0
1693,305,306,3,13
1693,306,305,13,3
1694,305,307,8,13
1694,307,305,13,8
1695,305,293,1,13
1695,293,305,13,1
1696,305,177,5,9
1696,177,305,9,5
1697,305,389,7,6
1697,389,305,6,7
1698,105,43,13,11
1698,43,105,11,13
1699,105,47,12,9
1699,47,105,9,12
1700,105,108,15,10
1700,108,105,10,15
1701,105,156,15,8
1701,156,105,8,15
1702,105,43,15,7
1702,43,105,7,15
1703,105,106,10,8
1703,106,105,8,10
1704,105,63,11,9
1704,63,105,9,11
1705,105,65,12,13
1705,65,105,13,12
1706,105,54,7,15
1706,54,105,15,7
1707,105,249,11,14
1707,249,105,14,11
1708,105,42,13,11
1708,42,105,11,13
1709,105,103,11,10
1709,103,105,10,11
1710,381,294,13,2
1710,294,381,2,13
1711,381,43,6,9
1711,43,381,9,6
1712,381,296,10,8
1712,296,381,8,10
1713,381,293,10,9
1713,293,381,9,10
1714,381,364,10,9
1714,364,381,9,10
1715,381,386,6,12
1715,386,381,12,6
1716,381,386,10,11
1716,386,381,11,10
1717,381,203,9,7
1717,203,381,7,9
1718,381,341,4,11
1718,341,381,11,4
1719,381,42,7,13
1719,42,381,13,7
1720,381,203,15,13
1720,203,381,13,15
1721,381,30,15,6
1721,30,381,6,15
1722,381,390,13,5
1722,390,381,5,13
1723,381,297,13,9
1723,297,381,9,13
1724,381,389,13,8
1724,389,381,8,13
1725,381,376,13,9
1725,376,381,9,13
1726,381,257,11,8
1726,257,381,8,11
1727,381,292,13,6
1727,292,381,6,13
1728,42,298,13,10
1728,298,42,10,13
1729,42,385,13,2
1729,385,42,2,13
1730,42,377,13,10
1730,377,42,10,13
1731,42,364,9,10
1731,364,42,10,9
1732,42,293,6,9
1732,293,42,9,6
1733,42,298,11,5
1733,298,42,5,11
1734,42,138,13,0
1734,138,42,0,13
1735,42,137,13,8
1735,137,42,8,13
1736,42,189,12,15
1736,189,42,15,12
1737,42,41,9,15
1737,41,42,15,9
1738,42,40,14,6
1738,40,42,6,14
1739,42,44,14,13
1739,44,42,13,14
1740,42,293,6,13
1740,293,42,13,6
1741,42,341,0,0
1741,341,42,0,0
1742,309,174,2,13
1742,174,309,13,2
1743,309,385,1,11
1743,385,309,11,1
1744,309,391,8,13
1744,391,309,13,8
1745,310,365,4,13
1745,365,310,13,4
1746,310,391,13,8
1746,391,310,8,13
1747,310,365,4,9
1747,365,310,9,4
1748,310,299,3,12
1748,299,310,12,3
1749,302,110,4,13
1749,110,302,13,4
1750,302,187,7,11
1750,187,302,11,7
1751,302,222,7,13
1751,222,302,13,7
1752,302,215,13,2
1752,215,302,2,13
1753,302,215,15,6
1753,215,302,6,15
1754,302,334,9,6
1754,334,302,6,9
1755,302,335,10,4
1755,335,302,4,10
1756,302,151,9,5
1756,151,302,5,9
1757,302,336,7,9
1757,336,302,9,7
1758,302,148,13,7
1758,148,302,7,13
1759,302,335,10,11
1759,335,302,11,10
1760,46,39,2,13
1760,39,46,13,2
1761,46,47,6,13
1761,47,46,13,6
1762,46,30,10,13
1762,30,46,13,10
1763,46,193,11,8
1763,193,46,8,11
1764,46,24,7,13
1764,24,46,13,7
1765,46,191,9,10
1765,191,46,10,9
1766,46,369,9,4
1766,369,46,4,9
1767,65,34,8,10
1767,34,65,10,8
1768,65,61,11,9
1768,61,65,9,11
1769,65,106,9,14
1769,106,65,14,9
1770,65,63,6,13
1770,63,65,13,6
1771,65,262,5,13
1771,262,65,13,5
1772,65,229,12,13
1772,229,65,13,12
1773,65,41,13,11
1773,41,65,11,13
1774,65,31,10,13
1774,31,65,13,10
1775,65,110,13,6
1775,110,65,6,13
1776,65,289,14,13
1776,289,65,13,14
1777,65,32,6,15
1777,32,65,15,6
1778,65,264,7,13
1778,264,65,13,7
1779,65,63,11,13
1779,63,65,13,11
1780,65,56,13,11
1780,56,65,11,13
1781,65,230,7,13
1781,230,65,13,7
1782,372,17,2,13
1782,17,372,13,2
1783,372,370,11,7
1783,370,372,7,11
1784,372,16,9,4
1784,16,372,4,9
1785,372,371,3,10
1785,371,372,10,3
1786,372,371,3,10
1786,371,372,10,3
1787,345,379,7,6
1787,379,345,6,7
1788,345,194,10,9
1788,194,345,9,10
1789,345,40,9,8
1789,40,345,8,9
1790,345,137,5,12
1790,137,345,12,5
1791,345,343,15,4
1791,343,345,4,15
1792,345,344,8,14
1792,344,345,14,8
1793,345,346,11,12
1793,346,345,12,11
1794,345,342,12,11
1794,342,345,11,12
1795,345,343,15,6
1795,343,345,6,15
1796,68,207,11,4
1796,207,68,4,11
1797,68,67,11,6
1797,67,68,6,11
1798,68,71,9,6
1798,71,68,6,9
1799,68,205,9,5
1799,205,68,5,9
1800,68,313,5,3
1800,313,68,3,5
1801,68,314,3,13
1801,314,68,13,3
1802,68,206,11,8
1802,206,68,8,11
1803,68,206,8,11
1803,206,68,11,8
1804,68,205,7,10
1804,205,68,10,7
1805,68,349,9,8
1805,349,68,8,9
1806,68,314,9,6
1806,314,68,6,9
1807,342,385,13,6
1807,385,342,6,13
1808,342,380,8,12
1808,380,342,12,8
1809,342,346,7,10
1809,346,342,10,7
1810,342,346,15,7
1810,346,342,7,15
1811,342,343,15,3
1811,343,342,3,15
1812,342,344,14,10
1812,344,342,10,14
1813,342,346,10,13
1813,346,342,13,10
1814,343,385,7,12
1814,385,343,12,7
1815,343,341,0,13
1815,341,343,13,0
1816,343,376,8,13
1816,376,343,13,8
1817,343,346,11,15
1817,346,343,15,11
1818,343,344,7,15
1818,344,343,15,7
1819,108,196,12,7
1819,196,108,7,12
1820,108,43,8,13
1820,43,108,13,8
1821,108,47,9,11
1821,47,108,11,9
1822,108,195,12,7
1822,195,108,7,12
1823,108,44,9,15
1823,44,108,15,9
1824,108,40,11,8
1824,40,108,8,11
1825,108,54,8,12
1825,54,108,12,8
1826,108,103,9,10
1826,103,108,10,9
1827,108,289,3,13
1827,289,108,13,3
1828,108,110,9,14
1828,110,108,14,9
1829,108,109,6,14
1829,109,108,14,6
1830,108,24,8,15
1830,24,108,15,8
1831,108,55,6,9
1831,55,108,9,6
1832,108,160,8,7
1832,160,108,7,8
1833,19,17,11,8
1833,17,19,8,11
1834,19,155,1,13
1834,155,19,13,1
1835,19,9,8,12
1835,9,19,12,8
1836,19,22,6,7
1836,22,19,7,6
1837,19,9,9,15
1837,9,19,15,9
1838,20,169,15,3
1838,169,20,3,15
1839,20,9,7,14
1839,9,20,14,7
1840,20,43,7,12
1840,43,20,12,7
1841,20,44,8,12
1841,44,20,12,8
1842,20,386,10,9
1842,386,20,9,10
1843,20,30,10,12
1843,30,20,12,10
1844,20,40,10,9
1844,40,20,9,10
1845,20,298,8,6
1845,298,20,6,8
1846,306,13,9,7
1846,13,306,7,9
1847,306,186,5,10
1847,186,306,10,5
1848,306,222,3,13
1848,222,306,13,3
1849,306,10,13,6
1849,10,306,6,13
1850,306,76,12,11
1850,76,306,11,12
1851,306,307,13,4
1851,307,306,4,13
1852,306,293,12,11
1852,293,306,11,12
1853,306,346,7,8
1853,346,306,8,7
1854,306,390,10,7
1854,390,306,7,10
1855,176,297,7,12
1855,297,176,12,7
1856,176,364,4,13
1856,364,176,13,4
1857,176,387,2,13
1857,387,176,13,2
1858,176,175,13,2
1858,175,176,2,13
1859,176,169,11,7
1859,169,176,7,11
1860,176,21,6,11
1860,21,176,11,6
1861,313,314,10,6
1861,314,313,6,10
1862,313,347,11,8
1862,347,313,8,11
1863,313,207,13,12
1863,207,313,12,13
1864,313,314,8,10
1864,314,313,10,8
1865,313,205,10,5
1865,205,313,5,10
1866,313,206,7,9
1866,206,313,9,7
1867,313,312,10,7
1867,312,313,7,10
1868,313,77,13,7
1868,77,313,7,13
1869,313,319,15,9
1869,319,313,9,15
1870,313,112,8,14
1870,112,313,14,8
1871,313,111,10,12
1871,111,313,12,10
1872,358,355,7,6
1872,355,358,6,7
1873,358,334,4,9
1873,334,358,9,4
1874,358,355,2,12
1874,355,358,12,2
1875,358,351,10,9
1875,351,358,9,10
1876,358,95,4,8
1876,95,358,8,4
1877,358,69,7,6
1877,69,358,6,7
1878,358,148,3,13
1878,148,358,13,3
1879,358,69,9,7
1879,69,358,7,9
1880,6,4,13,5
1880,4,6,5,13
1881,6,2,11,13
1881,2,6,13,11
1882,6,337,13,5
1882,337,6,5,13
1883,6,76,13,5
1883,76,6,5,13
1884,6,186,13,1
1884,186,6,1,13
1885,6,185,12,7
1885,185,6,7,12
1886,6,183,11,14
1886,183,6,14,11
1887,6,187,15,6
1887,187,6,6,15
1888,111,320,10,6
1888,320,111,6,10
1889,111,17,10,5
1889,17,111,5,10
1890,111,318,11,0
1890,318,111,0,11
1891,111,9,6,7
1891,9,111,7,6
1892,111,336,10,7
1892,336,111,7,10
1893,111,206,2,7
1893,206,111,7,2
1894,111,147,11,5
1894,147,111,5,11
1895,111,205,8,7
1895,205,111,7,8
1896,111,336,11,4
1896,336,111,4,11
1897,111,208,11,10
1897,208,111,10,11
1898,111,366,12,6
1898,366,111,6,12
1899,111,75,11,6
1899,75,111,6,11
1900,156,30,11,13
1900,30,156,13,11
1901,156,40,13,4
1901,40,156,4,13
1902,156,47,13,11
1902,47,156,11,13
1903,156,44,15,6
1903,44,156,6,15
1904,156,155,11,12
1904,155,156,12,11
1905,156,13,10,9
1905,13,156,9,10
1906,156,155,9,8
1906,155,156,8,9
1907,54,112,9,10
1907,112,54,10,9
1908,54,228,4,13
1908,228,54,13,4
1909,54,203,13,10
1909,203,54,10,13
1910,54,232,8,10
1910,232,54,10,8
1911,54,250,9,10
1911,250,54,10,9
1912,54,103,10,4
1912,103,54,4,10
1913,54,289,12,10
1913,289,54,10,12
1914,54,32,9,11
1914,32,54,11,9
1915,54,31,11,14
1915,31,54,14,11
1916,76,11,9,13
1916,11,76,13,9
1917,76,185,7,13
1917,185,76,13,7
1918,76,12,13,6
1918,12,76,6,13
1919,76,81,7,9
1919,81,76,9,7
1920,76,208,15,13
1920,208,76,13,15
1921,76,186,10,13
1921,186,76,13,10
1922,76,329,15,6
1922,329,76,6,15
1923,50,49,13,4
1923,49,50,4,13
1924,50,49,13,2
1924,49,50,2,13
1925,50,48,13,6
1925,48,50,6,13
1926,50,52,13,3
1926,52,50,3,13
1927,50,52,15,6
1927,52,50,6,15
1928,50,47,15,8
1928,47,50,8,15
1929,22,167,11,2
1929,167,22,2,11
1930,22,315,15,9
1930,315,22,9,15
1931,22,169,11,7
1931,169,22,7,11
1932,22,169,12,6
1932,169,22,6,12
1933,22,21,15,4
1933,21,22,4,15
1934,56,203,11,10
1934,203,56,10,11
1935,56,286,7,13
1935,286,56,13,7
1936,56,58,8,13
1936,58,56,13,8
1937,56,233,12,11
1937,233,56,11,12
1938,56,287,13,9
1938,287,56,9,13
1939,56,233,9,13
1939,233,56,13,9
1940,56,228,5,13
1940,228,56,13,5
1941,56,158,3,13
1941,158,56,13,3
1942,56,230,13,11
1942,230,56,11,13
1943,61,67,13,7
1943,67,61,7,13
1944,61,77,13,3
1944,77,61,3,13
1945,61,185,13,5
1945,185,61,5,13
1946,61,81,14,10
1946,81,61,10,14
1947,61,35,9,12
1947,35,61,12,9
1948,61,58,6,13
1948,58,61,13,6
1949,61,106,8,9
1949,106,61,9,8
1950,61,75,8,6
1950,75,61,6,8
1951,61,257,11,6
1951,257,61,6,11
1952,61,155,12,9
1952,155,61,9,12
1953,61,172,13,9
1953,172,61,9,13
1954,61,41,12,11
1954,41,61,11,12
1955,375,365,10,4
1955,365,375,4,10
1956,375,308,8,6
1956,308,375,6,8
1957,375,392,12,5
1957,392,375,5,12
1958,375,391,15,7
1958,391,375,7,15
1959,375,390,14,15
1959,390,375,15,14
1960,375,390,14,13
1960,390,375,13,14
1961,375,170,9,8
1961,170,375,8,9
1962,375,383,2,11
1962,383,375,11,2
1963,375,360,3,13
1963,360,375,13,3
1964,13,186,10,13
1964,186,13,13,10
1965,13,359,10,7
1965,359,13,7,10
1966,13,41,6,14
1966,41,13,14,6
1967,13,257,11,14
1967,257,13,14,11
1968,13,172,9,10
1968,172,13,10,9
1969,13,155,8,9
1969,155,13,9,8
1970,13,155,10,7
1970,155,13,7,10
1971,13,196,5,6
1971,196,13,6,5
1972,360,172,8,13
1972,172,360,13,8
1973,360,319,7,8
1973,319,360,8,7
1974,360,155,4,10
1974,155,360,10,4
1975,360,116,9,8
1975,116,360,8,9
1976,360,291,8,10
1976,291,360,10,8
1977,360,174,8,7
1977,174,360,7,8
1978,360,170,11,12
1978,170,360,12,11
1979,360,383,11,5
1979,383,360,5,11
1980,189,183,12,9
1980,183,189,9,12
1981,189,212,13,3
1981,212,189,3,13
1982,189,81,10,7
1982,81,189,7,10
1983,189,187,12,9
1983,187,189,9,12
1984,189,237,9,13
1984,237,189,13,9
1985,189,287,7,9
1985,287,189,9,7
1986,189,386,13,3
1986,386,189,3,13
1987,189,185,13,10
1987,185,189,10,13
1988,189,183,13,8
1988,183,189,8,13
1989,189,185,13,10
1989,185,189,10,13
1990,84,88,0,11
1990,88,84,11,0
1991,84,85,5,8
1991,85,84,8,5
1992,228,232,13,9
1992,232,228,9,13
1993,228,263,11,13
1993,263,228,13,11
1994,228,230,9,13
1994,230,228,13,9
1995,228,250,13,12
1995,250,228,12,13
